id,brand,model,year,color,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.75"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.75"",""reviewCount"": ""101""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
219,Mazda,Tribute,2005,Pink,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.43"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.43"",""reviewCount"": ""90""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
220,Toyota,Corolla,2002,Maroon,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.27"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.27"",""reviewCount"": ""68""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
221,Ford,F-Series,1986,Blue,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.21"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.21"",""reviewCount"": ""150""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
222,Pontiac,GTO,1972,Puce,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.92"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.92"",""reviewCount"": ""102""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
223,Bentley,"Continental Super",2010,Green,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.4"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.4"",""reviewCount"": ""52""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
224,Kia,Rondo,2007,Orange,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.43"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.43"",""reviewCount"": ""106""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
225,Bentley,Arnage,2005,Green,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.47"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.47"",""reviewCount"": ""103""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
226,Lexus,LS,1995,Indigo,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.04"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.04"",""reviewCount"": ""84""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
227,Ford,E350,2005,Aquamarine,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.16"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.16"",""reviewCount"": ""53""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
228,Mercedes-Benz,S-Class,2000,Red,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.3"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.3"",""reviewCount"": ""87""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
229,GMC,Envoy,2002,Yellow,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.3"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.3"",""reviewCount"": ""80""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
230,Mercedes-Benz,500E,1992,Turquoise,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.72"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.72"",""reviewCount"": ""223""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
231,Chevrolet,2500,2000,Green,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.67"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.67"",""reviewCount"": ""129""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
232,Cadillac,Fleetwood,1994,Orange,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.91"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.91"",""reviewCount"": ""158""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
233,Nissan,Maxima,1997,Blue,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.21"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.21"",""reviewCount"": ""140""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
234,Jaguar,S-Type,2000,Mauv,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.76"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.76"",""reviewCount"": ""157""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
235,Chrysler,LHS,1995,Violet,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.23"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.23"",""reviewCount"": ""69""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
236,Toyota,"Camry Hybrid",2009,Aquamarine,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.6"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.6"",""reviewCount"": ""131""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
237,BMW,"7 Series",2010,Mauv,"<script type=""application/ld+json"">{""@context"": ""https://schema.org/"",""@type"": ""Product"", ""name"": """", ""image"": [""arraywithimagekey""],""description"": ""arraywithdescriptonkey"", ""sku"": ""arraywithskukey"", ""mpn"": ""arraywithmpnkey"", ""brand"": { ""@type"": ""Thing"", ""name"": ""arraywiththingkey"" }, ""review"": { ""@type"": ""Review"", ""reviewRating"": {""@type"": ""Rating"",""ratingValue"": ""4.79"",""bestRating"": ""5""},""author"": {""@type"": ""Person"",""name"": ""Eddie Rodriguez""}},""aggregateRating"": {""@type"": ""AggregateRating"",""ratingValue"": ""4.79"",""reviewCount"": ""219""},""offers"": {""@type"": ""Offer"", ""url"": ""arraywithproducturlkey"", ""priceCurrency"": ""USD"", ""price"": ""arraywithpricekey"", ""priceValidUntil"": ""01-01-2050"", ""itemCondition"": ""https://schema.org/NewCondition"", ""availability"": ""https://schema.org/InStock"",""seller"": {""@type"": ""Organization"",""name"": """"}}}</script>"
